City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Talara,PE,2022-07-07 00:25:03,-4.5772,-81.2719,63.41,86,8,16.17
296,Padang,ID,2022-07-07 00:21:32,-0.9492,100.3543,77.05,74,92,3.76
297,Kutum,SD,2022-07-07 00:25:26,14.2,24.6667,82.02,38,39,8.61
298,Jiuquan,CN,2022-07-07 00:25:27,39.7432,98.5174,70.65,26,36,8.93
299,Palmer,US,2022-07-07 00:22:05,42.1584,-72.3287,76.6,60,20,4.61
300,Piet Retief,ZA,2022-07-07 00:25:27,-27.0071,30.8132,48.78,93,47,2.84
301,Oriximina,BR,2022-07-07 00:25:27,-1.7656,-55.8661,79.21,76,68,3.18
302,Cabo San Lucas,MX,2022-07-07 00:24:34,22.8909,-109.9124,97.9,33,0,11.5
303,Port Macquarie,AU,2022-07-07 00:25:27,-31.4333,152.9167,62.89,90,100,17.05
304,Gumrak,RU,2022-07-07 00:25:28,48.7826,44.3824,59.83,58,0,8.99
305,Puerto Baquerizo Moreno,EC,2022-07-07 00:25:28,-0.9,-89.6,71.15,80,34,13.78
306,Arman,RU,2022-07-07 00:25:28,59.7,150.1667,73.02,77,5,5.97
307,Maniwaki,CA,2022-07-07 00:25:28,46.3834,-75.966,68.38,49,7,4.61
308,Sucre,BO,2022-07-07 00:25:29,-19.0333,-65.2627,61.97,34,18,4.63
309,Misratah,LY,2022-07-07 00:25:29,32.3754,15.0925,80.87,73,0,5.21
310,Tuatapere,NZ,2022-07-07 00:25:29,-46.1333,167.6833,44.82,76,100,4.56
311,Zuya,UA,2022-07-07 00:25:29,45.0531,34.3154,68.58,45,0,4.83
312,Peschanokopskoye,RU,2022-07-07 00:25:30,46.1961,41.0775,64.83,42,0,8.95
313,Kifri,IQ,2022-07-07 00:26:30,34.6959,44.9661,90.86,20,0,2.04
314,Jian,CN,2022-07-07 00:26:30,27.1172,114.9793,78.91,91,100,5.01
315,San Andres,CO,2022-07-07 00:26:30,12.5847,-81.7006,82.42,78,75,11.5
316,Husavik,IS,2022-07-07 00:26:31,66.0449,-17.3389,54.43,70,86,8.7
317,Zlotoryja,PL,2022-07-07 00:26:31,51.1264,15.9198,55.96,67,71,5.14
318,Kaoma,ZM,2022-07-07 00:26:31,-14.7833,24.8,51.82,53,2,5.59
319,Portland,US,2022-07-07 00:26:29,45.5234,-122.6762,76.6,66,75,8.05
320,Rupert,US,2022-07-07 00:26:31,42.6191,-113.6772,87.75,25,0,0.0
321,Sovetskaya Gavan,RU,2022-07-07 00:26:32,48.9723,140.2878,69.62,75,89,8.03
322,Upington,ZA,2022-07-07 00:26:32,-28.4478,21.2561,37.78,81,0,5.75
323,Sambava,MG,2022-07-07 00:26:32,-14.2667,50.1667,68.52,84,30,10.71
324,Abnub,EG,2022-07-07 00:26:33,27.2696,31.1511,83.86,19,2,7.14
325,Scarborough,GB,2022-07-07 00:26:30,54.2797,-0.4044,57.16,82,96,1.01
326,Lat Yao,TH,2022-07-07 00:26:33,15.751,99.7893,79.86,81,100,1.48
327,Okhotsk,RU,2022-07-07 00:26:33,59.3833,143.3,62.24,81,12,10.4
328,Ahipara,NZ,2022-07-07 00:26:34,-35.1667,173.1667,58.95,96,100,11.1
329,Cumanayagua,CU,2022-07-07 00:26:34,22.1494,-80.2022,84.61,87,31,7.34
330,Barra Do Garcas,BR,2022-07-07 00:26:34,-15.89,-52.2567,68.76,42,0,2.35
331,Veraval,IN,2022-07-07 00:26:35,20.9,70.3667,82.44,86,95,21.92
332,La Ronge,CA,2022-07-07 00:26:35,55.1001,-105.2842,70.05,40,20,6.91
333,Autazes,BR,2022-07-07 00:26:35,-3.5797,-59.1306,76.37,78,70,1.48
334,Fort Nelson,CA,2022-07-07 00:26:35,58.8053,-122.7002,78.39,38,75,5.75
335,Manjakandriana,MG,2022-07-07 00:26:36,-18.9167,47.8,44.29,81,94,6.55
336,Kirensk,RU,2022-07-07 00:26:36,57.7853,108.1119,62.13,87,99,3.31
337,San Isidro,PE,2022-07-07 00:26:36,-12.1167,-77.05,62.02,84,100,5.75
338,Beyneu,KZ,2022-07-07 00:26:36,45.3167,55.2,68.22,47,0,7.27
339,Natal,BR,2022-07-07 00:26:37,-5.795,-35.2094,75.42,94,75,13.8
340,Bilibino,RU,2022-07-07 00:26:37,68.0546,166.4372,48.67,78,100,4.29
341,Derzhavinsk,KZ,2022-07-07 00:26:37,51.1,66.3167,57.74,76,99,10.87
342,Coahuayana,MX,2022-07-07 00:26:37,18.7333,-103.6833,84.22,74,71,4.79
343,Turayf,SA,2022-07-07 00:26:38,31.6725,38.6637,71.85,49,0,9.22
344,Gigmoto,PH,2022-07-07 00:26:38,13.7796,124.39,82.92,78,98,2.55
345,Christchurch,NZ,2022-07-07 00:24:30,-43.5333,172.6333,46.9,80,100,3.44
346,Namatanai,PG,2022-07-07 00:26:38,-3.6667,152.4333,82.2,76,92,5.1
347,Bowen,AU,2022-07-07 00:26:38,-20.0167,148.2333,63.57,60,0,9.89
348,Zabaykalsk,RU,2022-07-07 00:26:39,49.6333,117.3167,70.25,53,2,14.09
349,Sechura,PE,2022-07-07 00:26:39,-5.5569,-80.8222,67.08,69,5,15.32
350,Sheltozero,RU,2022-07-07 00:26:39,61.3667,35.3667,60.85,69,100,5.48
351,Ostrovnoy,RU,2022-07-07 00:26:39,68.0531,39.5131,56.8,75,56,9.06
352,Tomatlan,MX,2022-07-07 00:26:40,19.9333,-105.25,84.25,71,84,6.6
353,Krasnoselkup,RU,2022-07-07 00:26:40,65.7,82.4667,57.63,75,68,9.98
354,Waitati,NZ,2022-07-07 00:26:40,-45.75,170.5667,45.81,71,96,3.09
355,Kholm,RU,2022-07-07 00:26:40,59.2667,32.85,55.96,99,100,5.03
356,Mahon,ES,2022-07-07 00:26:41,39.8885,4.2658,73.96,78,0,13.8
357,Port Blair,IN,2022-07-07 00:22:08,11.6667,92.75,81.77,82,100,11.86
358,Kamensk-Uralskiy,RU,2022-07-07 00:26:41,56.4185,61.9329,51.42,90,83,7.45
359,Zhezkazgan,KZ,2022-07-07 00:27:41,47.8043,67.7144,59.02,69,38,5.59
360,Kataysk,RU,2022-07-07 00:27:41,56.289,62.5841,53.56,89,86,6.67
361,Kulhudhuffushi,MV,2022-07-07 00:27:42,6.6221,73.07,81.79,82,100,15.5
362,Mananjary,MG,2022-07-07 00:27:42,-21.2167,48.3333,63.0,89,18,4.99
363,Maun,BW,2022-07-07 00:27:42,-19.9833,23.4167,58.1,43,3,5.12
364,Lorengau,PG,2022-07-07 00:27:42,-2.0226,147.2712,84.18,72,92,9.78
365,Saint-Georges,GD,2022-07-07 00:27:43,12.0564,-61.7485,80.28,83,20,16.11
366,Marsh Harbour,BS,2022-07-07 00:27:43,26.5412,-77.0636,82.13,73,62,11.7
367,Madera,US,2022-07-07 00:27:43,37.1666,-119.8343,91.53,38,0,4.0
368,Toktogul,KG,2022-07-07 00:27:43,41.8708,72.9402,67.12,55,21,0.63
369,Pangnirtung,CA,2022-07-07 00:27:44,66.1451,-65.7125,46.35,74,45,4.09
370,Oranjemund,NA,2022-07-07 00:27:44,-28.55,16.4333,51.55,75,0,3.62
371,Carutapera,BR,2022-07-07 00:27:44,-1.195,-46.02,74.1,92,10,5.23
372,Mae Sot,TH,2022-07-07 00:27:45,16.7167,98.5667,78.42,100,100,3.44
373,Bay City,US,2022-07-07 00:25:34,43.5945,-83.8889,71.42,74,20,12.66
374,Iwaki,JP,2022-07-07 00:27:45,37.05,140.8833,77.77,85,99,3.0
375,Sur,OM,2022-07-07 00:27:45,22.5667,59.5289,80.91,92,100,13.02
376,Erdenet,MN,2022-07-07 00:27:45,49.0333,104.0833,55.71,84,54,4.56
377,Rock Sound,BS,2022-07-07 00:27:46,24.9,-76.2,81.82,73,30,14.47
378,Benguela,AO,2022-07-07 00:27:46,-12.5763,13.4055,67.21,88,56,2.04
379,Macapa,BR,2022-07-07 00:23:38,0.0389,-51.0664,78.78,89,0,4.61
380,Muzhi,RU,2022-07-07 00:27:46,65.3667,64.6667,60.44,82,1,3.58
381,Talnakh,RU,2022-07-07 00:27:46,69.4865,88.3972,52.21,91,100,12.62
382,Nemuro,JP,2022-07-07 00:27:47,43.3236,145.575,55.9,92,98,8.03
383,Altagracia De Orituco,VE,2022-07-07 00:27:47,9.8601,-66.3814,71.91,94,84,3.04
384,Karad,IN,2022-07-07 00:27:47,17.2833,74.2,72.27,94,100,8.7
385,Esna,EG,2022-07-07 00:27:47,25.2934,32.554,87.22,24,2,4.54
386,Colares,PT,2022-07-07 00:27:48,38.7992,-9.4469,75.45,62,0,10.0
387,Kruisfontein,ZA,2022-07-07 00:27:48,-34.0033,24.7314,54.12,60,0,7.11
388,Yining,CN,2022-07-07 00:27:48,29.0361,114.5636,78.35,95,81,0.29
389,Mitu,CO,2022-07-07 00:27:48,1.1983,-70.1733,73.72,90,51,2.26
390,Shimoda,JP,2022-07-07 00:27:49,34.6667,138.95,76.1,81,62,7.4
391,Shanghai,CN,2022-07-07 00:24:54,31.2222,121.4581,91.26,73,20,4.47
392,Invermere,CA,2022-07-07 00:27:49,50.5167,-116.0354,71.42,52,98,4.79
393,Trapani,IT,2022-07-07 00:27:49,37.8333,12.6667,85.28,73,0,2.3
394,Esperance,AU,2022-07-07 00:27:49,-33.8667,121.9,53.85,90,92,11.77
395,Biankouma,CI,2022-07-07 00:27:50,7.7391,-7.6138,67.86,97,92,2.06
396,Pervomayskoye,RU,2022-07-07 00:27:50,43.919,46.7102,62.11,78,0,9.82
397,Hautmont,FR,2022-07-07 00:27:50,50.2508,3.9214,61.25,94,66,7.27
398,Mayumba,GA,2022-07-07 00:27:50,-3.432,10.6554,69.64,91,61,5.14
399,Beloha,MG,2022-07-07 00:27:51,-25.1667,45.05,63.23,74,0,3.11
400,Ellsworth,US,2022-07-07 00:27:51,44.5434,-68.4195,69.55,65,20,8.05
401,Haines Junction,CA,2022-07-07 00:27:51,60.7522,-137.5108,79.5,30,41,8.3
402,Taltal,CL,2022-07-07 00:27:52,-25.4,-70.4833,59.76,64,41,4.63
403,Ornskoldsvik,SE,2022-07-07 00:27:52,63.2909,18.7153,56.35,88,75,3.44
404,Cidreira,BR,2022-07-07 00:27:52,-30.1811,-50.2056,63.5,94,100,6.35
405,Narsaq,GL,2022-07-07 00:27:52,60.9167,-46.05,48.42,91,100,4.9
406,Nikologory,RU,2022-07-07 00:28:52,56.1413,41.9922,64.06,95,98,6.02
407,Mount Isa,AU,2022-07-07 00:28:53,-20.7333,139.5,58.77,55,0,10.36
408,Nador,MA,2022-07-07 00:28:53,35.174,-2.9287,73.65,88,100,2.3
409,Andros Town,BS,2022-07-07 00:25:00,24.7,-77.7667,84.16,66,53,13.06
410,Vallenar,CL,2022-07-07 00:28:53,-28.5708,-70.7581,60.04,36,77,3.33
411,Samarai,PG,2022-07-07 00:28:54,-10.6167,150.6667,82.56,77,26,10.58
412,Vao,NC,2022-07-07 00:28:54,-22.6667,167.4833,75.87,77,100,14.97
413,Pilar,BR,2022-07-07 00:28:54,-9.5972,-35.9567,71.53,95,22,4.59
414,Hay River,CA,2022-07-07 00:28:54,60.8156,-115.7999,71.58,43,75,6.91
415,Chumikan,RU,2022-07-07 00:28:55,54.7183,135.315,73.76,68,23,4.56
416,Umm Lajj,SA,2022-07-07 00:28:55,25.0213,37.2685,85.1,47,16,7.36
417,Rawson,AR,2022-07-07 00:28:55,-43.3002,-65.1023,44.74,59,48,23.38
418,Kristiinankaupunki,FI,2022-07-07 00:28:55,62.2743,21.376,53.85,89,41,7.23
419,Northam,GB,2022-07-07 00:28:56,51.0333,-4.2167,63.39,93,78,12.3
420,Panaba,MX,2022-07-07 00:28:56,21.2833,-88.2667,80.91,73,95,12.28
421,Cayenne,GF,2022-07-07 00:28:56,4.9333,-52.3333,82.09,1,20,1.99
422,Manhattan,US,2022-07-07 00:28:45,40.7834,-73.9662,83.89,55,0,9.22
423,Abrau-Dyurso,RU,2022-07-07 00:28:56,44.69,37.59,69.26,56,0,9.93
424,Uruzgan,AF,2022-07-07 00:28:57,32.8333,66.0,79.72,49,88,2.84
425,Rio Grande,BR,2022-07-07 00:28:57,-32.035,-52.0986,60.91,98,89,8.39
426,Hampton,US,2022-07-07 00:28:57,37.0299,-76.3452,88.02,62,0,5.75
427,Kaohsiung,TW,2022-07-07 00:28:57,22.6163,120.3133,87.89,74,20,3.44
428,Miyako,JP,2022-07-07 00:28:58,39.6367,141.9525,69.21,96,100,7.52
429,Poronaysk,RU,2022-07-07 00:28:58,49.2167,143.1167,61.45,88,92,6.35
430,Arlit,NE,2022-07-07 00:28:58,18.7369,7.3853,92.17,11,5,12.97
431,Bonavista,CA,2022-07-07 00:28:58,48.6499,-53.1147,56.1,89,100,9.82
432,Union,US,2022-07-07 00:28:59,40.6334,-74.2663,84.16,58,0,8.05
433,Hirara,JP,2022-07-07 00:28:59,24.8,125.2833,84.18,81,41,15.61
434,Tsagan Aman,RU,2022-07-07 00:28:59,47.5639,46.7218,64.71,44,2,5.35
435,Iisalmi,FI,2022-07-07 00:28:29,63.5592,27.1907,49.64,98,40,4.38
436,Tumsar,IN,2022-07-07 00:28:59,21.3833,79.7333,77.25,91,100,2.77
437,Fatezh,RU,2022-07-07 00:29:00,52.0891,35.8632,66.18,68,71,10.56
438,Cap Malheureux,MU,2022-07-07 00:29:00,-19.9842,57.6142,69.48,60,66,1.01
439,Praia Da Vitoria,PT,2022-07-07 00:29:00,38.7333,-27.0667,66.76,82,75,6.91
440,Carballo,ES,2022-07-07 00:29:00,43.213,-8.691,67.01,88,0,10.13
441,Evensk,RU,2022-07-07 00:29:01,61.95,159.2333,49.35,95,100,10.71
442,Cozumel,MX,2022-07-07 00:26:25,20.5083,-86.9458,84.94,79,40,5.99
443,Zeya,RU,2022-07-07 00:29:01,53.75,127.2667,66.97,97,100,9.62
444,Sakakah,SA,2022-07-07 00:29:01,29.9697,40.2064,81.97,25,0,8.79
445,Berbera,SO,2022-07-07 00:29:02,10.4396,45.0143,88.52,43,56,26.19
446,Gondar,ET,2022-07-07 00:29:02,12.6,37.4667,58.95,84,100,4.61
447,Baiao,BR,2022-07-07 00:29:02,-2.7906,-49.6717,77.05,75,93,1.99
448,Malegaon,IN,2022-07-07 00:29:02,20.55,74.5333,77.95,82,100,7.0
449,Caravelas,BR,2022-07-07 00:30:03,-17.7125,-39.2481,70.52,84,54,4.12
450,Porto Novo,BJ,2022-07-07 00:30:03,6.4965,2.6036,78.62,92,39,5.66
451,Constitucion,CL,2022-07-07 00:30:03,-35.3333,-72.4167,48.43,79,17,2.86
452,Nanortalik,GL,2022-07-07 00:30:03,60.1432,-45.2371,44.58,93,100,10.11
453,Nova Odesa,UA,2022-07-07 00:30:04,47.3078,31.7851,74.5,43,77,4.32
454,Calvinia,ZA,2022-07-07 00:30:04,-31.4707,19.776,45.63,39,0,6.53
455,Tucuman,AR,2022-07-07 00:30:04,-26.8241,-65.2226,50.0,87,2,8.05
456,Dingle,PH,2022-07-07 00:30:05,10.9995,122.6711,82.18,80,95,3.09
457,Fare,PF,2022-07-07 00:30:05,-16.7,-151.0167,79.12,67,0,8.05
458,Ivanovka,KG,2022-07-07 00:30:05,42.8878,75.085,71.15,39,4,4.5
459,Medea,DZ,2022-07-07 00:30:06,36.2642,2.7539,71.89,57,99,5.84
460,Tinaquillo,VE,2022-07-07 00:30:06,9.9186,-68.3047,70.79,96,85,1.03
461,Yulara,AU,2022-07-07 00:30:06,-25.2406,130.9889,52.02,26,0,11.43
462,Truth Or Consequences,US,2022-07-07 00:30:06,33.1284,-107.2528,89.83,23,0,20.71
463,Tarsus,TR,2022-07-07 00:30:07,36.9188,34.8784,77.38,84,0,2.33
464,Oistins,BB,2022-07-07 00:27:27,13.0667,-59.5333,80.51,79,17,18.19
465,Bollnas,SE,2022-07-07 00:30:07,61.3482,16.3946,52.59,91,100,1.92
466,Lakes Entrance,AU,2022-07-07 00:30:07,-37.8811,147.981,51.33,71,86,12.77
467,Mbandaka,CD,2022-07-07 00:30:08,0.0487,18.2603,70.66,76,34,1.99
468,Nishihara,JP,2022-07-07 00:30:08,26.1842,127.7558,86.05,82,75,9.22
469,Cooma,AU,2022-07-07 00:30:08,-36.2333,149.1333,47.26,63,11,7.23
470,Tanout,NE,2022-07-07 00:30:08,14.9709,8.8879,85.95,37,57,7.43
471,Marfino,RU,2022-07-07 00:30:09,55.7028,37.3822,69.87,82,0,6.71
472,Odweyne,SO,2022-07-07 00:30:09,9.4092,45.064,69.1,63,12,21.09
473,Biloela,AU,2022-07-07 00:30:09,-24.4167,150.5,63.43,61,3,9.42
474,Freeport,US,2022-07-07 00:30:09,40.6576,-73.5832,84.25,60,0,6.91
475,Watrous,CA,2022-07-07 00:30:10,51.6668,-105.4679,69.58,60,82,13.8
476,Pietersburg,ZA,2022-07-07 00:30:10,-23.9045,29.4688,47.25,61,0,1.14
477,Fort Saint James,CA,2022-07-07 00:30:10,54.4333,-124.25,66.09,73,61,4.52
478,Karasjok,NO,2022-07-07 00:30:11,69.4719,25.5112,50.76,82,46,6.24
479,Lima,PE,2022-07-07 00:26:12,-12.0432,-77.0282,60.91,84,100,5.75
480,Tocopilla,CL,2022-07-07 00:30:11,-22.092,-70.1979,64.51,62,76,11.34
481,Hailar,CN,2022-07-07 00:30:11,49.2,119.7,74.73,46,1,15.01
482,Piacabucu,BR,2022-07-07 00:30:12,-10.4056,-36.4344,73.54,89,4,11.65
483,Bolobo,CD,2022-07-07 00:30:12,-2.1667,16.2333,73.04,49,37,3.67
484,Kiunga,PG,2022-07-07 00:30:12,-6.1219,141.2906,74.23,100,100,0.45
485,Halifax,CA,2022-07-07 00:26:13,44.6453,-63.5724,63.09,91,75,17.27
486,Urumqi,CN,2022-07-07 00:25:25,43.801,87.6005,68.95,40,0,4.47
487,Rocha,UY,2022-07-07 00:30:12,-34.4833,-54.3333,61.0,97,100,14.56
488,Yiyang,CN,2022-07-07 00:30:13,28.5892,112.3283,82.47,85,19,2.19
489,San Ignacio,BZ,2022-07-07 00:30:13,17.1561,-89.0714,75.34,94,75,4.61
490,Tarakan,ID,2022-07-07 00:30:13,3.3,117.6333,80.1,83,40,3.44
491,Agadir,MA,2022-07-07 00:30:14,30.4202,-9.5982,70.25,70,0,5.21
492,Beringovskiy,RU,2022-07-07 00:30:14,63.05,179.3167,48.61,79,57,6.02
493,High Rock,BS,2022-07-07 00:30:14,26.6208,-78.2833,82.42,71,92,11.39
494,Gamboma,CG,2022-07-07 00:30:15,-1.8764,15.8644,76.71,47,44,3.22
495,Pachino,IT,2022-07-07 00:30:15,36.7186,15.0907,80.2,62,0,3.06
496,Waipawa,NZ,2022-07-07 00:30:15,-41.4122,175.5153,50.79,49,100,2.98
497,Ihtiman,BG,2022-07-07 00:31:16,42.4333,23.8167,65.01,88,0,5.1
498,Shelburne,CA,2022-07-07 00:27:12,44.0787,-80.2041,68.76,86,72,4.72
499,Saint Anthony,US,2022-07-07 00:30:13,45.0205,-93.218,82.09,64,40,5.75
500,Nelson Bay,AU,2022-07-07 00:31:16,-32.7167,152.15,62.01,93,100,17.0
501,Lavrentiya,RU,2022-07-07 00:31:16,65.5833,-171.0,49.86,84,100,5.64
502,Aksha,RU,2022-07-07 00:31:16,50.2814,113.2867,68.4,49,100,4.18
503,Castanos,MX,2022-07-07 00:31:17,26.7833,-101.4167,98.35,25,40,10.36
504,Paamiut,GL,2022-07-07 00:31:17,61.994,-49.6678,42.04,93,100,5.84
505,Aktash,RU,2022-07-07 00:31:17,50.3,87.7333,45.72,60,100,2.28
506,Teguldet,RU,2022-07-07 00:31:18,57.3064,88.1667,60.62,94,90,2.04
507,Coihaique,CL,2022-07-07 00:29:13,-45.5752,-72.0662,34.41,93,40,3.44
508,Suchedniow,PL,2022-07-07 00:31:18,51.0478,20.8292,60.82,79,79,5.21
509,Beni Suef,EG,2022-07-07 00:31:18,29.0731,31.0979,79.12,38,0,7.63
510,Guozhen,CN,2022-07-07 00:31:18,34.3659,107.359,88.86,31,0,3.04
511,Buraydah,SA,2022-07-07 00:31:19,26.326,43.975,82.85,17,6,9.19
512,Palana,RU,2022-07-07 00:31:19,59.1167,159.9667,55.09,82,49,14.67
513,Kohima,IN,2022-07-07 00:31:19,25.6667,94.1167,71.06,96,90,1.21
514,Catungan,PH,2022-07-07 00:31:20,10.7706,122.0149,84.38,70,61,3.13
515,Henties Bay,NA,2022-07-07 00:31:20,-22.116,14.2845,57.4,75,0,7.65
516,Banda Aceh,ID,2022-07-07 00:31:00,5.5577,95.3222,81.46,73,97,4.0
517,Fomboni,KM,2022-07-07 00:31:20,-12.28,43.7425,75.96,69,0,7.92
518,Rojhan,PK,2022-07-07 00:31:20,28.6868,69.9534,88.9,64,76,12.97
519,Pahalgam,IN,2022-07-07 00:31:21,34.0333,75.3333,62.13,88,98,1.3
520,Westport,US,2022-07-07 00:30:19,41.1415,-73.3579,81.73,75,10,1.99
521,Khorramabad,IR,2022-07-07 00:31:21,33.4878,48.3558,74.82,25,0,4.61
522,Ruteng,ID,2022-07-07 00:31:21,-8.6136,120.4721,63.61,73,75,2.91
523,Aklavik,CA,2022-07-07 00:31:21,68.2191,-135.0107,87.46,27,2,7.61
524,Ormara,PK,2022-07-07 00:31:22,25.2088,64.6357,85.17,81,100,15.5
525,Adrar,MR,2022-07-07 00:31:22,20.5022,-10.0711,98.67,9,5,9.46
526,Juba,SS,2022-07-07 00:31:22,4.8517,31.5825,70.32,76,88,2.46
527,Tautira,PF,2022-07-07 00:31:23,-17.7333,-149.15,77.43,77,2,11.5
528,Buala,SB,2022-07-07 00:31:23,-8.145,159.5921,82.08,80,94,11.41
529,Saint-Joseph,RE,2022-07-07 00:31:23,-21.3667,55.6167,65.21,73,38,11.43
530,Umm Bab,QA,2022-07-07 00:31:23,25.2142,50.8072,90.18,53,100,9.37
531,College,US,2022-07-07 00:31:24,64.8569,-147.8028,83.08,46,75,3.44
532,Tonder,DK,2022-07-07 00:31:24,54.9331,8.8667,60.96,92,100,1.01
533,Vagur,FO,2022-07-07 00:31:24,61.4732,-6.8119,48.54,86,100,13.85
534,Machali,CL,2022-07-07 00:31:24,-34.1833,-70.6667,41.56,78,23,5.35
535,Vostok,RU,2022-07-07 00:31:25,46.4856,135.8833,81.75,57,92,2.62
536,Verkhnyaya Inta,RU,2022-07-07 00:31:25,65.9811,60.3094,66.15,58,16,6.44
537,Huaraz,PE,2022-07-07 00:31:25,-9.5333,-77.5333,53.08,73,39,3.98
538,Faya,SA,2022-07-07 00:31:01,18.3851,42.4509,66.72,28,99,1.79
539,San Cristobal,VE,2022-07-07 00:31:26,7.7669,-72.225,73.58,95,33,2.95
540,Moyale,KE,2022-07-07 00:31:26,3.5167,39.0584,65.89,66,100,14.18
541,Yar-Sale,RU,2022-07-07 00:31:26,66.8333,70.8333,56.43,74,100,5.73
542,Manta,EC,2022-07-07 00:31:15,-0.95,-80.7333,71.38,83,100,6.91
543,Port Hawkesbury,CA,2022-07-07 00:32:27,45.6169,-61.3485,61.92,99,100,10.36
544,Canico,PT,2022-07-07 00:32:27,32.6333,-16.85,70.0,80,40,9.22
545,Myitkyina,MM,2022-07-07 00:32:27,25.3833,97.4,79.5,94,98,1.57
546,Mpanda,TZ,2022-07-07 00:32:27,-6.3655,31.0409,58.06,54,5,1.45
547,Nuuk,GL,2022-07-07 00:32:28,64.1835,-51.7216,48.81,81,75,5.75
548,Mnogovershinnyy,RU,2022-07-07 00:32:28,53.9353,139.9242,81.75,54,99,8.03
549,Mersing,MY,2022-07-07 00:32:28,2.4312,103.8405,79.99,84,87,3.36
550,Chegdomyn,RU,2022-07-07 00:32:28,51.1167,133.0167,83.57,54,100,10.36
551,Nagua,DO,2022-07-07 00:32:29,19.3832,-69.8474,77.47,86,4,8.01
552,Snihurivka,UA,2022-07-07 00:32:29,47.0758,32.8052,71.87,59,10,7.34
553,Ulagan,RU,2022-07-07 00:32:29,50.6321,87.9563,56.23,59,91,2.55
554,Sitka,US,2022-07-07 00:32:29,57.0531,-135.33,60.69,77,100,4.61
555,Shwebo,MM,2022-07-07 00:32:30,22.5667,95.7,83.03,74,2,8.9
556,Mogwase,ZA,2022-07-07 00:32:30,-25.185,27.2665,54.7,51,0,4.34
557,Terney,RU,2022-07-07 00:32:12,45.0503,136.6092,68.9,86,100,5.1
558,Latung,PH,2022-07-07 00:32:30,5.5,120.8833,83.19,74,97,8.1
559,Kishtwar,IN,2022-07-07 00:32:30,33.3167,75.7667,71.13,82,52,1.72
560,Morro Bay,US,2022-07-07 00:31:16,35.3658,-120.8499,82.94,77,30,4.0
561,Zvishavane,ZW,2022-07-07 00:32:31,-20.3267,30.0665,51.57,61,0,0.6
